职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求
Java开发工程师（天津）,通信,13500.0,北京捷通华声科技股份有限公司,天津,3,本科,
Go游戏服务器端研发负责人,通信,35000.0,深圳米趣玩科技有限公司,深圳,1,本科,
高级前端开发工程师,通信,26500.0,上海基分文化传播有限公司,上海,3,不限,
Android驱动工程师,通信,22500.0,深圳市柔宇科技有限公司,深圳,3,不限,
硬件开发工程师,通信,18000.0,南京江行联加智能科技有限公司,深圳,3,本科,
嵌入式算法工程师,通信,19000.0,四川超影科技有限公司,成都,3,本科,
高级web前端工程师,通信,25000.0,上海绘享网络科技有限公司,上海,3,本科,
服务器运维工程师,通信,12500.0,广州美人信息技术有限公司,广州,1,不限,
品牌专员,通信,11500.0,上海勃池信息技术有限公司,上海,1,本科,
00823-前端开发工程师,通信,23000.0,上海宝尊电子商务有限公司,上海,5,大专,
高级PHP/Golang开发工程师,通信,20500.0,成都医云科技有限公司,成都,3,本科,
嵌入式软件工程师,通信,10500.0,四川超影科技有限公司,成都,3,本科,
中高级系统运维工程师,通信,15000.0,北京大圣互动科技有限公司,北京,3,本科,
Java开发工程师,通信,30000.0,空中云汇（上海）网络科技有限公司,上海,3,本科,
高级前端工程师,通信,27500.0,智道网联科技（北京）有限公司,北京,3,本科,
Android研发(往python后端培养),通信,11000.0,武汉小果科技有限公司,武汉,0,本科,
C++开发工程师（高级）,通信,11500.0,长沙迪迈数码科技股份有限公司,长沙,5,本科,
解决方案高级经理-to B业务,通信,37500.0,北京字节跳动科技有限公司,北京,3,本科,
高级.Net/C#开发工程师,通信,20000.0,北京光启元数字科技有限公司,北京,3,本科,
MES实施顾问,通信,17500.0,广州博依特智能信息科技有限公司,广州,1,本科,
商务经理bd,通信,15000.0,杭州魔蝎数据科技有限公司,杭州,3,本科,
后台工程师(PHP),通信,15000.0,成都盛逸网络科技有限公司,成都,3,本科,
嵌入式软件工程师,通信,10000.0,浙江金科文化产业股份有限公司,杭州,1,不限,
运维工程师/IT技术支持,通信,6500.0,深圳前海小鸟云计算有限公司,深圳,0,大专,
c++开发工程师,通信,12500.0,深圳松茂科技有限公司,深圳,1,本科,
web前端开发工程师,通信,12000.0,东华软件股份公司,北京,3,本科,
iOS开发工程师,通信,20000.0,北京光启元数字科技有限公司,北京,3,本科,
大客户经理,通信,11500.0,北京猫盘技术有限公司,北京,3,大专,
网络所-电信云系统集成项目管理岗,通信,19500.0,中国移动通信集团设计院有限公司黑龙江分公司,北京,0,本科,
测试开发,通信,22500.0,车好多旧机动车经纪（北京）有限公司,北京,0,本科,
Android开发工程师,通信,17500.0,上海朗绿建筑科技股份有限公司,上海,3,本科,
售前工程师,通信,9500.0,广州高谱技术有限公司,广州,3,大专,
嵌入式软件工程师,通信,12500.0,广州市品众电子科技有限公司,广州,3,本科,
C++软件工程师,通信,15000.0,京信通信系统（中国）有限公司,广州,3,本科,
Java研发工程师,通信,37500.0,北京快乐茄信息技术有限公司,北京,0,本科,
高级Android开发工程师,通信,37500.0,北京小川在线网络技术有限公司,北京,3,本科,
资深C++开发工程师,通信,30000.0,杭州顶天网络有限公司,杭州,3,本科,
Android开发工程师,通信,9000.0,武汉皆能时空关联科技有限公司,武汉,1,本科,
总经理助理,通信,12500.0,江苏南大数码科技有限公司,南京,3,本科,
摄像机软件测试工程师,通信,15000.0,深圳市同为数码科技股份有限公司,深圳,5,本科,
ios leader,通信,37500.0,上海任意门科技有限公司,上海,5,不限,
Python后端开发工程师,通信,17500.0,上海茗日智能科技有限公司,北京,1,本科,
iOS开发工程师,通信,20000.0,北京慢点生活科技有限公司,北京,1,本科,
硬件工程师,通信,12500.0,北京君林科技股份有限公司,北京,3,本科,
销售经理,通信,12500.0,深圳复临信息科技有限公司,深圳,1,大专,
产品助理,通信,11500.0,北京捷通华声科技股份有限公司,北京,1,本科,
运维工程师,通信,10500.0,北京胜发新能源科技有限公司,广州,3,本科,
AI产品经理,通信,20000.0,北京移数通电讯有限公司,上海,3,本科,
知识产权经理/工程师,通信,22500.0,北京市商汤科技开发有限公司,北京,5,本科,
策划助理,通信,8000.0,北京商询科技有限公司,北京,1,本科,
c++开发工程师,通信,10000.0,深圳松茂科技有限公司,深圳,1,大专,
QA,通信,8000.0,中通服创发科技有限责任公司,长沙,3,本科,
IOS高级工程师ReactNativeFlutte,通信,30000.0,北京深海巨鲸信息科技有限公司,北京,3,大专,
c++服务端主程,通信,40000.0,上海萤铃网络科技有限公司,上海,5,本科,
运维工程师,通信,20000.0,港优创新（深圳）科技有限公司,深圳,3,大专,
海外项目销售,通信,12500.0,杭州登虹科技有限公司,杭州,3,本科,
策划,通信,8000.0,北京商询科技有限公司,北京,1,本科,
Java架构师,通信,32500.0,上海帜讯信息技术股份有限公司,上海,5,不限,
大数据开发工程师,通信,30000.0,中寰卫星导航通信有限公司,北京,3,本科,
Android开发工程师,通信,22500.0,上海雍繁数据科技有限公司,上海,3,本科,
嵌入式测试工程师,通信,7000.0,深圳市博实结科技有限公司,惠州,1,大专,
架构师,通信,60000.0,上海骞云信息科技有限公司,上海,5,本科,
高级产品经理（偏硬件）,通信,30000.0,深圳市中联创新自控系统有限公司,深圳,3,本科,
高级JAVA工程师,通信,30000.0,北京金堤科技有限公司,北京,3,本科,
高级音视频SDK开发工程师- Android端,通信,35000.0,北京大米未来科技有限公司,北京,3,本科,
商务经理（北京）,通信,15000.0,杭州魔蝎数据科技有限公司,北京,1,本科,
android开发工程师,通信,15000.0,广州万物有翼科技有限公司,广州,1,本科,
测试开发高级/资深工程师/专家,通信,30000.0,广州小鹏汽车科技有限公司,广州,5,本科,
研发工程师-区块链-数字资产,通信,30000.0,苏州超块链信息科技有限公司,北京,5,硕士,
高级/资深Java工程师,通信,15000.0,观澜网络（杭州）有限公司,杭州,0,不限,
PTBU-高级iOS开发工程师,通信,30000.0,广州酷狗计算机科技有限公司,广州,5,本科,
硬件工程师,通信,15000.0,上海摩融信息科技有限公司深圳分公司,深圳,5,不限,
java架构师(支付方向),通信,35000.0,上海跃橙文化传播有限公司,上海,5,不限,
售前解决方案顾问,通信,30000.0,华控清交信息科技（北京）有限公司,北京,5,本科,
BSP开发工程师,通信,30000.0,深圳佑驾创新科技有限公司,深圳,3,本科,
产品经理,通信,20000.0,圆通速递有限公司,上海,3,本科,
系统软件需求工程师,通信,20000.0,北京小米科技有限责任公司,北京,3,不限,
C/C++软件工程师,通信,15000.0,深圳新视界互联科技有限公司,深圳,1,本科,
嵌入式软件工程师,通信,9000.0,长沙迪迈数码科技股份有限公司,长沙,3,本科,
Android高级工程师,通信,15000.0,广州斗游信息科技有限公司,广州,3,本科,
前端开发工程师,通信,22500.0,北京字节跳动科技有限公司,北京,1,本科,
售前工程师,通信,11500.0,北京震元科技有限公司,北京,0,本科,
前端开发工程师,通信,22500.0,影时光网络技术（北京）有限公司,北京,3,不限,
后端技术负责人/技术总监,通信,55000.0,北京慢点生活科技有限公司,北京,5,本科,
新零售技术售前经理（泰国）,通信,30000.0,成都睿码科技有限责任公司,成都,0,本科,
android开发工程师,通信,11000.0,武汉市多比特信息科技有限公司,武汉,1,本科,
高级web前端,通信,24000.0,圆通速递有限公司,上海,3,大专,
linux嵌入式工程师,通信,17500.0,深圳市乔安科技有限公司,深圳,3,本科,
编解码工程师（C++）,通信,32500.0,上海嵩恒网络科技股份有限公司,上海,1,本科,
python开发工程师,通信,30000.0,北京向上一心科技有限公司,北京,5,本科,
嵌入式算法工程师,通信,30000.0,千寻位置网络有限公司,上海,3,本科,
ios开发工程师,通信,18000.0,海南海商椰网传媒科技有限公司宁波分公司,宁波,1,本科,
资深硬件测试架构师,通信,18000.0,虹软科技股份有限公司,杭州,3,本科,
运维工程师-19063G00841,通信,9500.0,无锡华云数据技术服务有限公司,厦门,3,大专,
解决方案经理,通信,12500.0,深圳博为教育科技有限公司,深圳,5,本科,
销售工程师,通信,12500.0,上海庆科信息技术有限公司,上海,1,不限,
中高级C++开发工程师,通信,16000.0,拜仑科技集团有限公司,深圳,0,本科,
Java高级开发经理,通信,27500.0,达内时代科技集团有限公司,北京,5,本科,
c/c++开发工程师,通信,12500.0,北京安信天行科技有限公司,北京,3,本科,
h5前端开发,通信,12500.0,广州原力互娱网络科技有限公司,广州,1,大专,
业务测试工程师,通信,30000.0,贝壳找房（北京）科技有限公司,北京,3,本科,
嵌入式开发工程师,通信,13000.0,上海庆科信息技术有限公司,上海,1,大专,
网络工程师,通信,6000.0,和宇健康科技股份有限公司,广州,1,大专,
硬件工程师,通信,16000.0,武汉心络科技有限公司,武汉,5,本科,
高级全栈工程师（偏前端),通信,27000.0,深圳市中联创新自控系统有限公司,深圳,3,本科,
web前端开发工程师,通信,18000.0,北京汇行科技有限公司,北京,1,本科,
销售经理（统本以上学历）,通信,10500.0,全时云商务服务股份有限公司,上海,1,本科,
嵌入式软件开发,通信,20000.0,深圳极视角科技有限公司,深圳,3,本科,
c++服务端开发工程师,通信,15500.0,江西贪玩信息技术有限公司广州分公司,广州,3,大专,
Android开发工程师,通信,11500.0,深圳市阿卡索资讯股份有限公司,深圳,3,本科,
电子数据取证 / 信息安全工程师,通信,11500.0,上海弘连网络科技有限公司,上海,0,本科,
ios开发工程师,通信,11500.0,苏州工业园区凌志软件股份有限公司,长沙,3,不限,
需求分析师,通信,19000.0,北京永洪商智科技有限公司,深圳,5,本科,
高级网络工程师,通信,15000.0,杭州雅拓信息技术有限公司,杭州,3,大专,
高级嵌入式开发工程师,通信,15000.0,广州造就科技有限公司,广州,3,本科,
Android开发工程师,通信,14500.0,杭州信牛网络科技有限公司,杭州,3,本科,
高级Android工程师,通信,32500.0,北京默契破冰科技有限公司,北京,3,本科,
前端产品经理,通信,10500.0,三盟科技股份有限公司,广州,1,本科,
PHP研发工程师-政府,通信,19000.0,上海晶赞融宣科技有限公司,上海,3,本科,
高级前端工程师,通信,16000.0,杭州弧途科技有限公司,杭州,1,本科,
音视频播放器开发工程师,通信,40000.0,小桨乘风网络科技（北京）有限公司,北京,5,不限,
Mac开发工程师,通信,15500.0,北京世联互动网络有限公司成都分公司,成都,3,本科,
java工程师,通信,17500.0,海致网络技术（北京）有限公司,苏州,3,本科,
游戏服务端开发工程师,通信,15000.0,广州市擎天柱网络科技有限公司,广州,1,大专,
Java服务端主程,通信,25000.0,广州游爱网络技术有限公司,广州,5,大专,
安卓开发工程师,通信,12500.0,上海网达软件股份有限公司,上海,1,本科,
技术支持工程师（硬件）,通信,5000.0,深圳市博实结科技有限公司,惠州,0,大专,
Java开发工程师,通信,18500.0,广州悦跑信息科技有限公司,广州,0,本科,
WEB前端研发工程师,通信,16000.0,深圳市中联创新自控系统有限公司,深圳,3,本科,
服务业务拓展经理,通信,9000.0,广州广电银通金融电子科技有限公司,北京,3,大专,
算法工程师图像,通信,16000.0,深圳市中钞科信金融科技有限公司,深圳,1,硕士,
ios开发工程师,通信,20000.0,至上会计服务集团有限公司,杭州,3,本科,
H5游戏开发工程师,通信,15000.0,搜游网络科技（北京）有限公司,北京,1,本科,
高级前端,通信,27500.0,上海诣优信息技术有限公司,上海,3,本科,
React前端工程师,通信,22500.0,上海天壤智能科技有限公司,上海,1,本科,
高级商务经理（北京深圳杭州）,通信,22500.0,杭州魔蝎数据科技有限公司,杭州,1,不限,
android开发工程师,通信,18000.0,杭州车厘子智能科技有限公司,南京,3,本科,
高级前端开发工程师,通信,22500.0,瑞庭网络技术（上海）有限公司,北京,3,本科,
Java后台高级/资深工程师（运营平台）,通信,30000.0,广州小鹏汽车科技有限公司,广州,3,本科,
C++工程师（视频监控）,通信,20000.0,瑞幸咖啡（中国）有限公司,厦门,3,本科,
交付实施主管,通信,11500.0,深圳极视角科技有限公司,深圳,3,本科,
PHP开发工程师,通信,15000.0,链行天下（广州）区块链研究有限公司,广州,3,大专,
安卓开发工程师,通信,12500.0,广州天蝎互动网络科技有限公司,广州,1,大专,
ios开发工程师,通信,20000.0,广东映客互娱网络信息有限公司,广州,3,本科,
