,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Python,Matlab,Opencv,Tensorflow,Java,Linux,Caffe,Spark,Pytorch
687,算法工程师,算法,17500.0,浙江光维通信技术有限公司,海宁,3.0,本科,本岗位前期工作在上海，2019年可随公司一同迁往浙江海宁发展（海宁漕河泾开发区），欢迎有志与公司共同发展者！！！岗位职责：1、通信、检测等仪表开发;2、负责OTDR仪表算法软件开发与调试；            3、负责LINUX下软件设计与代码编写；岗位要求：1、通信、自动化、电子、物理、计算机、光学仪器、数学等相关专业本科及以上学历，3年及以上仪表软件或者算法开发工作经验；2、熟悉C/C++语言，熟悉LINUX与WINDOWS下程序开发与调试，熟练撰写相关设计文档，熟悉光学仪器仪表软件研发的优先录取；3、有OTDR光通信检测仪表算法软件研发经验优先录取；4、具有良好的沟通表达能力和文档制作能力；5、热爱研发设计工作，细致认真，有耐心，责任感强； 6、具有较强的动手能力和团队合作精神。,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
688,YAI-人工智能算法高级工程师(人工智能算法专家),算法,30000.0,深圳前海微众银行股份有限公司,深圳,3.0,本科,、针对微众银行的核心业务和未来应用场景，研究研发机器学习为核心的算法，包括但不限于深度学习、迁移学习、联邦学习，强化学习、结构学习等算法体系;2、针对微众银行的核心业务和未来应用场景，研究研发广告推荐、计算机视觉、语音、知识图谱、自然语言处理、隐私保护下的机器学习，计算经济学等方向的技术体系;3、开展人工智能各方向的前沿问题研究，结合微众银行的核心业务和未来应用场景，提供全面的技术解决方案;职位要求1、全球***名校计算机视觉、机器学习、人工智能、数据挖掘、信息检索、自然语言处理、语音识别、计算经济学，密码学等领域的计算机科学、电子工程、物理数学、统计学或其它人工智能相关专业博士优先考虑；2、有人工智能，包括但不限于机器学习、推荐算法、计算机视觉、语音、自然语言处理，安全机器学习，计算经济学，多智能体系，激励机制等领域全球领先企业的工作经验者优先考虑；3、优秀的编程能力，精通C++或Python等；熟悉大规模数据处理平台Hadoop/Spark等；熟悉深度学习工具TensorFlow/Pytorch/Caffe/MXNet/Theano等；4、在***会议和期刊如NIPS、ICML、COLT、CVPR、ICCV、ECCV、IJCAI、AAAI、UAI、KDD、SIGIR、WWW、ACL、PAMI、IJCV、JMLR、AIJ、ICLR等发表过论文者优先考虑；5、热衷于技术创新，对于把人工智能技术应用到实际业务场景产生商业价值具有强烈的热情；6、自驱主动有担当，具有很好的表达能力和团队合作能力。职能类别：										高级软件工程师																			算法工程师									关键字：人工智能算法,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
689,图像算法工程师,算法,27500.0,南京普拉特企业管理咨询有限公司,南京,3.0,硕士,职位需求诚聘机器视觉及图像算法工程师。要求硕士以上学历，本科主修计算机科学或者软 件工程专业，研究生从事计算机视觉及图像算法研究。工作内容：维护公司现有的图像检测软件，对已有检测算法进行改进; 根据项目需求进行算法的功能设计、代码实现、性能测试; 与前端及后台工程师密切合作，完善图像检测产品的可用性;技能要求计算机科学相关专业本科以上学历，专业基础知识扎实，逻辑思维能力强， 英文读写能力强;至少 3年计算机视觉算法研发经验，具备扎实的计算机视觉及图像处理功底，熟悉主流的计算机视觉算法; 2 年以上深度学习算法开发经验，精通至少一种主流的深度学习框架，熟悉常用的深度学习模型并能熟练运用于分类、识别等任务; 良好的文献检索和阅读能力; 精通C/C++及python，熟练使用主流的计算机视觉及数据处理开发库，如OpenCV，Numpy，Scipy等等;熟悉 Linux/Unix系统与开发环境，熟悉基本的Shell 编程熟悉多进程、异步任务和多线程开发; 有较强的逻辑/抽象思维能力，善于分析、归纳、描述、沟通和解决问题;具备快速学习能力，敢于接受挑战，积极参与团队合作。加分项有独立开发深度学习检测模型经验者优先; 熟悉嵌入式产品视觉算法开发者优先;职能类别：										图像算法工程师									关键字：图像算法深度学习人工智能,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
690,算法工程师,算法,32500.0,杭州蜂融网络科技有限公司,杭州,1.0,本科,利用机器学习技术，从事推荐系统研发（金融行业）；2.负责推荐系统的排序、分类等模型算法的离线训练、在线算法设计工作3.负责各类推荐算法的有效性测试、上线部署、迭代优化、以及上线后算法效果跟踪、更新维护工作4.深入理解业务以及机器学习、数据挖掘技术，持续提升推荐效果职位要求：1.2年以上个性化推荐算法相关经验，有相关推荐算法开发工作经验者优先；2.具备比较优秀的编码能力，能熟掌握JAVA、Python、SQL等语言，熟悉HIVESQL\Hadoop\Spark等大数据开发环境者优先；3.掌握常规数据处理、数据清洗等技能，熟悉机器学习、自然语言处理、深度学习、统计学中一项或多项；4.对广告推荐系统、CTR预估相关技术有经验者优先；5.优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情。,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
691,算法实习生,算法,3750.0,杭州保新科技有限公司,杭州,0.0,硕士,任职资格：1.信号与系统控制、计算机视觉、图形学、数学等相关专业硕士及以上学历2.熟悉滤波方法及优化方法，熟悉小波等算法3.掌握计算机视觉基础理论和算法、机器学习相关技术4.熟悉C/C++编程。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,大数据相关算法、需求、数据分析（2019年应届生）,算法,9000.0,中国软件与技术服务股份有限公司,北京,0.0,本科,任职要求：1、本科及以上学历；计算机相关专业；2、精通数据库原理、各类数据模型设计方法；3、掌握至少一种数据库开发技术：Oracle、Teradata、DB2、Mysql等，灵活运用SQL实现海量数据ETL加工处理；4、熟练掌握一门或多门编程语言，重点考察Java、Python；5、理解能力强、逻辑思维能力强、团队协作能力强；6、熟悉数据仓库模型设计与ETL开发优先；7、有大型项目建设经验者优先；985、211学校优先，条件优秀者可有机会落户北京，欢迎2019届的 电子/计算机/软件相关专业 应届本科硕士投递简历!公司福利：国企上市公司，择优解决户口七险一金、通讯补贴、免费宿舍防暑降温补贴、免费体检培训、拓展、工会旅游活动等,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
693,高级机器人算法工程师,算法,27500.0,上海大界机器人科技有限公司,上海,3.0,本科,工作职责1. 负责机器视觉及机械臂交互的相关工作，具体为基于2D/3D视觉的场景感知与机械臂的精准引导。2. 负责协同搭建迭代基于ROS的机器人系统平台，集成不同机器人软硬件模块，完成产品化落地。3. 研究并实现高精度机械臂高维运动规划与控制算法。4. 负责机械臂末端2D/3D视觉传感器的选型。任职要求1. 计算机、电子、自动化及相关专业硕士或以上学历（211.985或海外知名院校），博士优先考虑。2. 扎实的机器人学基础，理解掌握多轴机械臂高精度运动规划算法，有PRM，RRT等算法在不同语义场景的实现经验。3. 熟悉OpenCV，PCL，有丰富的2D视觉与点云项目背景，包括但不限于：目标检测与分割，位姿估计，视觉伺服，传感器内参外参标定、手眼标定等，熟悉工业相机及激光传感器的选型。4. 熟悉ROS及MoveIt！，Gazebo等相关模块，了解OMPL库，具备机器人系统相关软件模块开发经验。5. 拥有扎实的基于Linux系统开发经验及C++编程基础，能独立完成开发工作。6. 了解机器人底层通讯协议如Canopen，DeviceNet，profibus等，有PID调试经验。7. 具备理解外文文献和独立开发的能力，有ACM，RoboCup等竞赛获奖经历，在机器人相关领域的国际会议期刊发表论文者优先考虑。,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
694,激光SLAM算法工程师,算法,15000.0,杭州申昊科技股份有限公司,杭州,1.0,本科,"岗位要求：1、本科及以上学历，数学、自控、计算机、模式识别、人工智能、信号处理等相关专业；2、熟悉SLAM的基础理论和算法（如EKF、PF）,有SLAM研究经历或项目开发经验；3、熟悉机器人激光导航、控制及目标识别技术；4、熟悉C/C++语言，熟练掌握ROS，精通数据结构，具有良好的代码编写习惯；5、身体健康，具有一定的抗压能力。岗位职责：1、研发机器人在室内外未知环境中，基于激光雷达、摄像机、IMU、码盘等输入信息融合的地图构建算法，包括SLAM问题中前端的帧间匹配、信息配准融合、后端的闭环检测等算法以及贝叶斯滤波、图优化等算法；2、研发机器人的自主定位算法，构建机器人运动模型、观测模型等概率学模型；3、研发机器人自主导航中的路径规划、运动规划等算法；4、配合软件工程师进行算法的模块化封装和产品化。",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,数字信号处理算法工程师,算法,12500.0,武汉拓宝科技股份有限公司,武汉,2.0,硕士,岗位职责：数字信号处理算法设计和开发。岗位要求：1.通信、电子或数学等专业硕士及以上学历2.熟悉数字信号处理理论和算法，熟悉通信系统原理；3.精通Matlab等工具，有算法工作经验优先；4.熟悉数字信号处理算法在硬件或DSP上的实现方法；5.熟练使用C语言编程；6.能熟练阅读英语技术资料，快速阅读并理解国内外相关领域论文；7.好学敬业，有团队合作精神，具备良好的口头和书面表达能力；,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,视觉算法工程师（工作地点宁波或深圳龙岗）,算法,22500.0,宁波中科莱恩机器人有限公司,深圳,5.0,本科,"任职资格：1、计算器、电子通讯、软件开发、自动化相关专业；2、有三年以上视觉算法工作经验；3、熟练使用C/C++,OpenCV ,Halcon，VsStudio等工具软件；4、熟悉工业相机、镜头、光源的选型；5、从事过非标自动化项目设计的优先。岗位职责：1、负责图像尺寸测量、定位、缺陷检测等算法的开发；2、负责机器学习算法在缺陷等检测方向的研究；3、完成算法的开发、测试与实现；4、与电气工程师合作完成非标项目的落地以及对电气工程师的相关视觉开发方面的培训。",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
697,视觉算法工程师,算法,12000.0,大族激光科技产业集团股份有限公司,深圳,2.0,本科,负责视觉软件框架或者标准功能模块的设计与开发；2.负责视觉方案的评估与设计，相关视觉硬件的选型；3.对项目整体进行跟踪与把控核对；4.领导交代的其他工作。任职资格1.全日制本科以上学历，机器视觉，自动化，数学，电子，计算机或通信等相关专业2.熟悉图像处理算法基础理论，熟练使用OpenCV，Halcon或VisionPro等算法3.熟练掌握C/C++，C#等语言、QT等代码编译软件4.具有视觉图像处理项目经验，视觉算法开发经验者有限    5.熟悉非标自动化视觉设备软件开发流程，能够对接客户并整理软件研发需求。职能类别：										软件工程师									,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
