,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Excel,Sql,Python,Mysql,Oracle,Java,Hadoop,Linux,Spark
773,奶粉商务稽查室-数据分析专员,数据,7000.0,内蒙古伊利实业集团股份有限公司,北京,0.0,本科,						岗位职责:1、定期对各项市场终端数据指标汇总分析，提供分析报告；2、管理与分析大量数据，根据工作需要，进行数据处理和分析；3、根据巡查工作的需求完成巡查报表的设计工作，确保报表模型的实用性与准确性；4、对公司各系统数据进行专项分析和数据挖掘处理，建立数据分析指标体系并逐步完善，为部门决策提供数据支持依据；5、主动发现市场终端的数据变化结果，协助业务部门优化流程；6、完成领导交办的其他任务。 任职资格:1、 本科以上学历，统计学/金融学/财务专业/工商管理优先考虑； 2、 有相关工作经验优先考虑； 3、熟练运用excel、word、PowerPoint等office软件； 4、 具有较强的逻辑分析和判断能力； 5、 善于沟通，具有良好的团队合作精神。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,智慧建筑大数据架构师,数据,10416.67,海信网络科技公司,青岛,5.0,本科,、负责大数据应用产品的设计和开发。2、负责大数据平台的规划、部署、建设、维护、优化等工作。3、与客户沟通，精准把握用户需求，根据需求编写方案和设计文档，并能进行架构设计与编码。4、维护和升级现有软件产品，快速定位并修复现有软件缺陷。任职资格：1、全日制本科及以上毕业，计算机相关专业。2、5年以上开发工作经验，2年以上大数据平台设计和开发经验，具备优秀的编程能力和良好的开发习惯。3、熟悉Linux操作系统和Docker的使用 。4、熟悉大数据技术栈，熟悉Hadoop、Hbase、Spark、Flink、ELK等开源组件并有项目经验。5、熟悉Java、Scala、Python中的一种开发。6、了解机器学习，数据挖掘相关知识和算法。7、至少熟悉一个关系型数据库（MySQL或ORACLE等）。8、精通JAVA，熟悉常用设计模式，有大型分布式，高并发，高负载，高可用性系统设计开发经验；9、有海量数据处理工作经验者优先；熟悉NoSQL者优先。7、技术全面，对大数据相关技术有深入研究者优先。8、具备良好的沟通表达和团队协作能力，积极改进产品和快速学习的能力，具有框架思维和规范思维，对CMMI及敏捷开发有一定认识。,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
775,门店数据运营管理专员（中山）,数据,3750.0,瓜子二手车,中山,0.0,大专,岗位职责:1、负责瓜子二手车严选事业部城市端门店数据运营管理；2、配合运营经理统计相关业务运营数据；3、运营情况分析，分析问题并给与解决方案；4、统计汇总运营报表；5、其他门店运营管理工作；任职资格:1、对数据敏感，有相关数据运营经验；2、有进取心、能适应高强度工作；3、能较强的文字和语言能力，能够独立完成运营计划制定。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,数据挖掘工程师,数据,15000.0,亚信科技（中国）有限公司,北京,2.0,本科,【工作职责】1、负责数据，包括大数据的分析、挖掘建模与应用支撑；2、同时负责多项目的数据分析支撑，包括电信运营商及其他行业，与运营咨询顾问一起，确保项目的顺利实施；3、保持与客户及合作团队的良好沟通，负责数据建模的业务解释。【岗位要求】1、熟悉数据库、大数据，具有丰富的数据挖掘知识和经验；2、具有通信、金融或互联网等行业工作经验者优先，具有咨询公司工作经验者优先；3、有良好的系统化、结构化思维能力，对数据敏感，善于从数据中发现问题；4、良好的沟通、表达能力，熟悉咨询服务项目的运作模式和运作流程；5、良好的团队协作意识与能力；6、富有敬业精神，强烈的责任心和进取心；7、工作态度积极主动，敢于担当，能适应工作压力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,数据维护员,数据,7000.0,昆明诺仕达企业（集团）有限公司,昆明,2.0,大专,"岗位要求1、负责数据库的维护及查询；2、负责系统流程变更、系统设置、数据分析等业务的协助处理；3、负责系统数据汇总、分析、问题跟踪。4、数据接口的管理及测试。任职要求1、全日制专科及以上学历，电子类专业，1年以上相关行业工作经验；2、熟悉ERP软件的基本操作，有SAP操作经验优先；3、熟练使用word,、excel等日常办公软件；4、具备良好的交流沟通能力，团队合作意识；5、思路清晰，较强的执行力及问题闭环跟踪能力；",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,客服专员（数据统计）,数据,5000.0,远成物流股份有限公司,广州,0.0,大专,岗位职责：1、负责部门日常文职工作，会议组织、合同资料跟踪管理；2、部门日常业务数据收集，统计分析，制作相关报表；3、部门会议，营运会议等所需资料的收集汇总，PPT制作；4、协助客户资料管理及客户关系维护；5、上级领导安排的其他工作。任职要求：1、大专及以上学历，熟练操作电脑办公软件，熟练PPT制作；2、对数据敏感，有一定的数据统计分析能力；3、沟通能力强，细心耐心，积极上进。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,公司总部-数据开发工程师,数据,15000.0,国金证券股份有限公司,上海,2.0,本科,工作职责:1、 负责数据仓库建模和开发工作；2、 参与数据平台架构的设计、开发、流程优化及解决数据采集转换等相关技术问题；3、 与用户和项目组进行有效沟通，针对特定场景，给出解决方案，并对于数据主题进行设计和开发；4、 熟悉数据内容，推动数据应用；5、 按照项目推进情况，完成主管交付的临时性任务；6、 能够按照公司各方面管理的要求，高质量地完成各类技术支持工作。任职资格:1、本科及以上学历，计算机相关专业；2、2年以上数据开发工作经验；3、有日志采集，数据处理，数据仓库建模，ETL等经验；4、熟悉Linux操作系统，Shell编程等；精通SQL编码，熟悉python编程；5、了解金融知识者，对金融数据敏感；6、熟悉软件开发流程，拥有良好的代码规范意识和文档编写能力；7、工作责任心强，具备良好的团队合作精神，良好的沟通及协作能力。,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
780,数据库运维工程师,数据,15000.0,宁德时代新能源科技股份有限公司,宁德,0.0,本科,"						岗位职责:1. 参与公司大数据平台和数据仓库的架构设计，整理系统的业务需求，制定系统的整体技术框架和系统架构；2. 负责公司大数据平台的运维，协助开发人员完成大数据应用的开发支持；3. 管理运维公司现有数据库系统，包括mysql，sqlserver等。 任职资格:1、学历/专业：本科及以上，计算机及相关专业优先；2、知识： ①掌握Hadoop、Kafka、Hbase、Spark、greenplum，storm等主流大数据技术组件的使用和运维；②熟悉oracle,hana,mysql，sqlserver等数据库的运维及管理。3、技能：具备基于Hadoop大数据平台开发经验，熟悉常用ETL工具（Talend***），有一定大数据处理经验；4、经验：①熟悉主流开源大数据架构技术，对hadoop, spark, storm，kafka，greenplum等大数据技术框架和技术组件有深入的理解；②独立或参与完成过大数据平台的设计个和建设，并在大型企业或互联网公司中具备成功落地经验；③精通主流数据仓库的技术和解决方案，熟悉关系型数据库、列存数据库、NoSQL数据库和混合型数据库对不同场景的支持和实现方式，具备大型企业数据系统的设计经验；5、语言：普通话、英语四级；6、其他：有较强的沟通协调能力，学习能力强，有良好的团队精神和服务意识，较强的责任心和工作抗压能力。",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
781,Tableau大数据分析顾问,数据,9500.0,广东海大集团股份有限公司,广州,0.0,本科,"						岗位职责:1、负责对大数据进行可视化分析；2、根据项目需要参与项目需求分析；3、负责Tableau的实施和报表开发；4、实现Tableau报表系统和应用系统的集成。 任职资格:1、计算机、数学、统计等相关专业本科以上学历2、熟悉主流数据库如Oracle、Mysql等，熟练运用SQL语句；3、精通Tableau,有相关项目开发经验；4、具有SAS、R、Python语言基础5、良好的逻辑分析和文字表达能力",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
782,数据文员（建邺区）,数据,4250.0,银色世纪集团苏皖大区,南京,1.0,中专,岗位职责：1.负责营销相关数据资源的录入和维护2.负责多媒体设备的操作3.负责主题活动期间物品的准备工作4.负责上级交付的其他工作任职资格：1、计算机应用技术等相关专业，中专及以上学历，一年以上工作经验。2、熟悉电脑操作及局域网简单的维护。3、熟练应用办公软件；每分钟打字不小于70字。4、认真负责、细致严谨、踏实肯干，有良好的团队精神福利待遇：1、基本工资+月度奖金+补贴+年终奖金！2、签订正规劳动合同，投保险；带薪年假20天左右，提供免费公寓住宿！3、丰富多彩的员工活动，员工旅游+集体婚礼+节日福利+团建活动....4、透明的晋升体系：数据专员-数据副主任-数据主任,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,库存数据分析员,数据,10000.0,一胜百模具技术（上海）有限公司,上海,0.0,本科,、根据公司营运状况及销售预测，对客户尺寸的需求进行分析，修订标准规格，日常原材料补货。保证库存的及时到货，和库存结构的合理有效性。2、根据主要客户的销售预测来分析对应材料尺寸备库，制定合理的材料订购计划，跟踪进口材料的到货期。3、及时正确的完成当月及季度的销售报表、库存报表，并进行数据分析和提出改善性建议。4、掌握选料作业的方法，指导车间选料和客户服务人员下料单的合理性，尽量减少短料和余料的数量。任职资格：1、能熟练使用excel公式，函数，宏等2、良好的沟通能力，良好的团队协作，为人热情大方3、具备英语读写能力（日常采购的工作邮件全英文的）4、本科以上理科学历（理工科优先）5、供应链2~3年经验优先考虑,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
